DIP:18E	DIP:634N			S06119	85054	DIP:243N			A49426	627246	8906794	Immunoprecipitation
DIP:32175E	DIP:22242N				24584007	DIP:19456N		P09040		28573265	14605208	Two hybrid test
DIP:32176E	DIP:19548N	Hsp70Ap	P82910		24646137	DIP:20587N				24585245	14605208	Two hybrid test
DIP:32177E	DIP:19549N	Hsp70Bp	P02824		24646322	DIP:20587N				24585245	14605208	Two hybrid test
DIP:32179E	DIP:19551N				24646318	DIP:20587N				24585245	14605208	Two hybrid test
DIP:32180E	DIP:19552N				28571678	DIP:20587N				24585245	14605208	Two hybrid test
DIP:32182E	DIP:22837N				17737433	DIP:20587N				24585245	14605208	Two hybrid test
DIP:32183E	DIP:17735N				19921710	DIP:20587N				24585245	14605208	Two hybrid test
DIP:32184E	DIP:18259N				17530843	DIP:22838N				24584272	14605208	Two hybrid test
DIP:32185E	DIP:18232N				24661428	DIP:17621N		P27619		24642336	14605208	Two hybrid test
DIP:32186E	DIP:17964N				19921362	DIP:17127N		O77150		24654942	14605208	Two hybrid test
DIP:32187E	DIP:22840N				24659086	DIP:22839N				24654930	14605208	Two hybrid test
DIP:32188E	DIP:18183N				24648198	DIP:22116N				24651156	14605208	Two hybrid test
DIP:32189E	DIP:21401N				24650070	DIP:22116N				24651156	14605208	Two hybrid test
DIP:32190E	DIP:17622N				24641535	DIP:20339N				19921332	14605208	Two hybrid test
DIP:32191E	DIP:17129N		P06603	A26488	17136564	DIP:20339N				19921332	14605208	Two hybrid test
DIP:32192E	DIP:19214N				24658927	DIP:20339N				19921332	14605208	Two hybrid test
DIP:32193E	DIP:22842N				24651791	DIP:22841N				24580874	14605208	Two hybrid test
DIP:32194E	DIP:19052N				24647137	DIP:22841N				24580874	14605208	Two hybrid test
DIP:32195E	DIP:18856N				17647723	DIP:22841N				24580874	14605208	Two hybrid test
DIP:32196E	DIP:17668N				28572036	DIP:17792N				28574860	14605208	Two hybrid test
DIP:32197E	DIP:22114N		Q9VSS2		21355591	DIP:17792N				28574860	14605208	Two hybrid test
DIP:32198E	DIP:18767N		P31009		17136734	DIP:17792N				28574860	14605208	Two hybrid test
DIP:32199E	DIP:17278N				24666323	DIP:17792N				28574860	14605208	Two hybrid test
DIP:32200E	DIP:18514N				24582746	DIP:17792N				28574860	14605208	Two hybrid test
DIP:32201E	DIP:17336N				21358039	DIP:22834N				19921916	14605208	Two hybrid test
DIP:32202E	DIP:18114N		Q9VXX8		24642107	DIP:22834N				19921916	14605208	Two hybrid test
DIP:32203E	DIP:17256N				24643118	DIP:19404N		Q9W5U2		37078004	14605208	Two hybrid test
DIP:32204E	DIP:22844N				28573781	DIP:22843N				24643849	14605208	Two hybrid test
DIP:32205E	DIP:18527N				24585353	DIP:22845N				24651697	14605208	Two hybrid test
DIP:32206E	DIP:20082N				17647383	DIP:22846N				24655540	14605208	Two hybrid test
DIP:32207E	DIP:22847N				24762618	DIP:22633N				19920728	14605208	Two hybrid test
DIP:32208E	DIP:18025N				21356727	DIP:20525N				24661864	14605208	Two hybrid test
DIP:32209E	DIP:18947N				24661689	DIP:22715N				24661795	14605208	Two hybrid test
DIP:32210E	DIP:18185N				24643634	DIP:22715N				24661795	14605208	Two hybrid test
DIP:32211E	DIP:17373N				24640510	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32212E	DIP:22635N				24651454	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32213E	DIP:19351N				24639731	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32214E	DIP:17378N				24640119	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32215E	DIP:21202N				17136286	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32216E	DIP:17091N				21357211	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32217E	DIP:19307N				24658342	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32218E	DIP:17809N				28571908	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32219E	DIP:20483N				24651265	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32220E	DIP:18086N				24646860	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32221E	DIP:17560N				21955284	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32222E	DIP:18639N				24654017	DIP:18938N		Q9V597		19921922	14605208	Two hybrid test
DIP:32223E	DIP:17274N				28573310	DIP:22509N				21358555	14605208	Two hybrid test
DIP:32224E	DIP:19959N				28572043	DIP:22509N				21358555	14605208	Two hybrid test
DIP:32225E	DIP:17449N				24653385	DIP:22509N				21358555	14605208	Two hybrid test
DIP:32226E	DIP:18823N		Q9VL18		19921046	DIP:22509N				21358555	14605208	Two hybrid test
DIP:32227E	DIP:22848N				19921064	DIP:22509N				21358555	14605208	Two hybrid test
DIP:32228E	DIP:17508N				28574284	DIP:22509N				21358555	14605208	Two hybrid test
DIP:32229E	DIP:17961N				21355331	DIP:21821N				24654944	14605208	Two hybrid test
DIP:32230E	DIP:19773N				21357863	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32231E	DIP:22849N				18859819	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32232E	DIP:22850N				24586305	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32233E	DIP:22851N				24652244	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32234E	DIP:17137N				18921137	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32235E	DIP:22852N				24646290	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32236E	DIP:19945N				24649087	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32237E	DIP:20782N				24658940	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32238E	DIP:18109N				24662946	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32239E	DIP:17268N		O46036		24646446	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32240E	DIP:22220N		Q9V9J3		17136690	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32241E	DIP:22853N		Q24583	JC4849	17136892	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32242E	DIP:22854N				19922076	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32243E	DIP:22855N				24642763	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32244E	DIP:21615N				24652834	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32245E	DIP:18113N		Q02748		17136248	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32246E	DIP:17940N				21357761	DIP:19033N				28574886	14605208	Two hybrid test
DIP:32247E	DIP:20134N				24762808	DIP:17406N				17136860	14605208	Two hybrid test
DIP:32248E	DIP:18248N			JC5970	17136904	DIP:17406N				17136860	14605208	Two hybrid test
DIP:32249E	DIP:17656N				28571396	DIP:17406N				17136860	14605208	Two hybrid test
DIP:32250E	DIP:17105N		P52295	A57319	17136998	DIP:17406N				17136860	14605208	Two hybrid test
DIP:32251E	DIP:20514N		P17276	JC4888	24660393	DIP:17406N				17136860	14605208	Two hybrid test
DIP:32252E	DIP:21128N				21358025	DIP:17406N				17136860	14605208	Two hybrid test
DIP:32253E	DIP:18643N		P45889		24646371	DIP:22130N				24581873	14605208	Two hybrid test
DIP:32254E	DIP:20163N				21356733	DIP:22631N				24653966	14605208	Two hybrid test
DIP:32255E	DIP:17671N				24664004	DIP:22631N				24653966	14605208	Two hybrid test
DIP:32256E	DIP:18946N				28573278	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32257E	DIP:21218N				19921596	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32258E	DIP:21550N				24639141	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32259E	DIP:18330N				17136830	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32260E	DIP:20630N				17933624	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32261E	DIP:17429N		P17886	T13427	17137126	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32262E	DIP:19104N				28573878	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32263E	DIP:21693N				24640181	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32264E	DIP:18243N				24580731	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32265E	DIP:17350N				24641689	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32266E	DIP:18712N		Q05856	JN0574	17136806	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32267E	DIP:18320N				24650658	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32268E	DIP:17383N				24583965	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32269E	DIP:22856N				19921434	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32270E	DIP:17473N		P35415	S22028	24661112	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32271E	DIP:21430N				24665958	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32272E	DIP:18195N				24646365	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32273E	DIP:17466N				24659451	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32274E	DIP:19888N				24645344	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32275E	DIP:17850N				24584043	DIP:18544N				24643110	14605208	Two hybrid test
DIP:32276E	DIP:20720N				18859679	DIP:20030N				24640525	14605208	Two hybrid test
DIP:32277E	DIP:18284N		Q9VLV5		24582631	DIP:22437N				24581983	14605208	Two hybrid test
DIP:32278E	DIP:20815N				24642814	DIP:22437N				24581983	14605208	Two hybrid test
DIP:32279E	DIP:19469N				21358077	DIP:22437N				24581983	14605208	Two hybrid test
DIP:32280E	DIP:22857N				24644979	DIP:22437N				24581983	14605208	Two hybrid test
DIP:32281E	DIP:22858N				24762747	DIP:20670N				28571506	14605208	Two hybrid test
DIP:32282E	DIP:19893N				24645384	DIP:22859N				24638866	14605208	Two hybrid test
DIP:32283E	DIP:18075N				24639782	DIP:19984N				24653362	14605208	Two hybrid test
DIP:32284E	DIP:18486N				24665095	DIP:22556N				19921104	14605208	Two hybrid test
DIP:32285E	DIP:18486N				24665095	DIP:22557N				24583482	14605208	Two hybrid test
DIP:32286E	DIP:19973N				24639790	DIP:22556N				19921104	14605208	Two hybrid test
DIP:32287E	DIP:19973N				24639790	DIP:22557N				24583482	14605208	Two hybrid test
DIP:32288E	DIP:18514N				24582746	DIP:22556N				19921104	14605208	Two hybrid test
DIP:32289E	DIP:18514N				24582746	DIP:22557N				24583482	14605208	Two hybrid test
DIP:32290E	DIP:17632N		P48588		24645865	DIP:19087N		Q9VRB3		19920394	14605208	Two hybrid test
DIP:32291E	DIP:19189N				24644250	DIP:18091N		P10981	S04538	17137090	14605208	Two hybrid test
DIP:32292E	DIP:20149N		P45594	A57569	17136986	DIP:18091N		P10981	S04538	17137090	14605208	Two hybrid test
DIP:32293E	DIP:18365N				24646199	DIP:18091N		P10981	S04538	17137090	14605208	Two hybrid test
DIP:32294E	DIP:18320N				24650658	DIP:18091N		P10981	S04538	17137090	14605208	Two hybrid test
DIP:32295E	DIP:22860N				24643098	DIP:18091N		P10981	S04538	17137090	14605208	Two hybrid test
DIP:32296E	DIP:21817N		O16867		17647995	DIP:18091N		P10981	S04538	17137090	14605208	Two hybrid test
DIP:32297E	DIP:20768N				24580900	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32298E	DIP:19420N		P41126	JC4260	17647879	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32299E	DIP:17631N				24665229	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32300E	DIP:21817N		O16867		17647995	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32301E	DIP:22861N				17137526	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32302E	DIP:22862N		O97159		24667055	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32303E	DIP:18025N				21356727	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32304E	DIP:19706N				18859953	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32305E	DIP:22667N				24762775	DIP:18672N				24641209	14605208	Two hybrid test
DIP:32306E	DIP:22329N				28574228	DIP:17596N				24641363	14605208	Two hybrid test
DIP:32307E	DIP:17560N				21955284	DIP:17596N				24641363	14605208	Two hybrid test
DIP:32308E	DIP:17931N				24762726	DIP:22613N				24583470	14605208	Two hybrid test
DIP:32309E	DIP:20168N				24651897	DIP:22613N				24583470	14605208	Two hybrid test
DIP:32310E	DIP:20539N				24646190	DIP:20671N				24582370	14605208	Two hybrid test
DIP:32311E	DIP:17599N				24584251	DIP:20671N				24582370	14605208	Two hybrid test
DIP:32313E	DIP:22864N				18858169	DIP:22863N		P12426		17136334	14605208	Two hybrid test
DIP:32314E	DIP:20645N				21357311	DIP:21822N				19921798	14605208	Two hybrid test
DIP:32315E	DIP:18077N				24645053	DIP:21822N				19921798	14605208	Two hybrid test
DIP:32316E	DIP:17438N		P00528		24657868	DIP:21822N				19921798	14605208	Two hybrid test
DIP:32317E	DIP:356N		Q01068	D46177	24650229	DIP:22865N				19920528	14605208	Two hybrid test
DIP:32318E	DIP:17232N				19922516	DIP:22866N		P35128	S35793	17530929	14605208	Two hybrid test
DIP:32319E	DIP:18086N				24646860	DIP:22378N				20129701	14605208	Two hybrid test
DIP:32320E	DIP:17795N				18543285	DIP:21233N				24667760	14605208	Two hybrid test
DIP:32321E	DIP:19450N		O46106		17137118	DIP:21233N				24667760	14605208	Two hybrid test
DIP:32322E	DIP:17299N				17136732	DIP:21233N				24667760	14605208	Two hybrid test
DIP:32323E	DIP:20566N				24655187	DIP:21233N				24667760	14605208	Two hybrid test
DIP:32324E	DIP:17850N				24584043	DIP:21233N				24667760	14605208	Two hybrid test
DIP:32325E	DIP:17091N				21357211	DIP:21191N				24652680	14605208	Two hybrid test
DIP:32326E	DIP:19594N				24580551	DIP:21191N				24652680	14605208	Two hybrid test
DIP:32327E	DIP:17635N				24667117	DIP:21191N				24652680	14605208	Two hybrid test
DIP:32328E	DIP:18028N				21356595	DIP:21191N				24652680	14605208	Two hybrid test
DIP:32329E	DIP:22868N				20129877	DIP:22867N				20129895	14605208	Two hybrid test
DIP:32330E	DIP:17203N				24650420	DIP:21447N				24646146	14605208	Two hybrid test
DIP:32331E	DIP:17464N				24584835	DIP:22869N				24662360	14605208	Two hybrid test
DIP:32332E	DIP:17645N				20129967	DIP:22869N				24662360	14605208	Two hybrid test
DIP:32333E	DIP:22870N				24584831	DIP:17739N				24662356	14605208	Two hybrid test
DIP:32334E	DIP:17580N				24663246	DIP:17739N				24662356	14605208	Two hybrid test
DIP:32335E	DIP:21577N		Q24533		17975536	DIP:17739N				24662356	14605208	Two hybrid test
DIP:32336E	DIP:18021N				24649175	DIP:17739N				24662356	14605208	Two hybrid test
DIP:32337E	DIP:17299N				17136732	DIP:17739N				24662356	14605208	Two hybrid test
DIP:32338E	DIP:18028N				21356595	DIP:17739N				24662356	14605208	Two hybrid test
DIP:32339E	DIP:17964N				19921362	DIP:22871N				24642626	14605208	Two hybrid test
DIP:32340E	DIP:20519N				24642565	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32341E	DIP:18635N				24644293	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32342E	DIP:18106N				24652344	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32343E	DIP:19088N				24644642	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32344E	DIP:17280N				28558744	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32345E	DIP:21905N				19922896	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32346E	DIP:22589N				21355511	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32347E	DIP:22285N				21356855	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32348E	DIP:19052N				24647137	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32349E	DIP:17415N				24667063	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32350E	DIP:22872N				28573274	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32351E	DIP:21099N		P13496		17647469	DIP:18007N				24638591	14605208	Two hybrid test
DIP:32352E	DIP:18673N				17933722	DIP:19177N				24585635	14605208	Two hybrid test
DIP:32353E	DIP:22873N				24650606	DIP:19177N				24585635	14605208	Two hybrid test
DIP:32354E	DIP:18975N				24658229	DIP:19177N				24585635	14605208	Two hybrid test
DIP:32355E	DIP:18204N				24648828	DIP:19177N				24585635	14605208	Two hybrid test
DIP:32356E	DIP:18856N				17647723	DIP:19177N				24585635	14605208	Two hybrid test
DIP:32358E	DIP:19021N				24762367	DIP:22874N				21699032	14605208	Two hybrid test
DIP:32359E	DIP:17274N				28573310	DIP:21139N				18859803	14605208	Two hybrid test
DIP:32360E	DIP:19212N				24586270	DIP:20352N				17647181	14605208	Two hybrid test
DIP:32361E	DIP:18216N		Q8MSF5		30923682	DIP:20352N				17647181	14605208	Two hybrid test
DIP:32362E	DIP:17465N				20130017	DIP:20352N				17647181	14605208	Two hybrid test
DIP:32363E	DIP:18427N				24660075	DIP:20352N				17647181	14605208	Two hybrid test
DIP:32364E	DIP:18161N				21356743	DIP:22875N				28573674	14605208	Two hybrid test
DIP:32365E	DIP:18035N				24649025	DIP:22875N				28573674	14605208	Two hybrid test
DIP:32366E	DIP:18186N				17137700	DIP:22875N				28573674	14605208	Two hybrid test
DIP:32367E	DIP:18023N				17136294	DIP:22875N				28573674	14605208	Two hybrid test
DIP:32368E	DIP:18138N				19921250	DIP:22876N		Q9V5L3		28573913	14605208	Two hybrid test
DIP:32369E	DIP:20245N				19923044	DIP:22877N				24585071	14605208	Two hybrid test
DIP:32370E	DIP:18343N				21356365	DIP:22877N				24585071	14605208	Two hybrid test
DIP:32371E	DIP:22878N				24666109	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32372E	DIP:18269N				24653245	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32373E	DIP:22764N				24643286	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32374E	DIP:22618N				17137568	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32375E	DIP:17105N		P52295	A57319	17136998	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32376E	DIP:18016N				24645909	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32377E	DIP:17190N				24583803	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32378E	DIP:17299N				17136732	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32379E	DIP:21770N				21356767	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32380E	DIP:17687N				24586621	DIP:17419N				24585079	14605208	Two hybrid test
DIP:32381E	DIP:22880N				24649283	DIP:22879N				21358465	14605208	Two hybrid test
DIP:32382E	DIP:22881N		Q9V727		24653657	DIP:22879N				21358465	14605208	Two hybrid test
DIP:32383E	DIP:18185N				24643634	DIP:18663N				24652386	14605208	Two hybrid test
DIP:32384E	DIP:19071N				17136646	DIP:18663N				24652386	14605208	Two hybrid test
DIP:32385E	DIP:19180N				28573115	DIP:18663N				24652386	14605208	Two hybrid test
DIP:32386E	DIP:18534N				17530817	DIP:18663N				24652386	14605208	Two hybrid test
DIP:32387E	DIP:20542N				21355865	DIP:18663N				24652386	14605208	Two hybrid test
DIP:32388E	DIP:17962N				24647609	DIP:18206N				18859807	14605208	Two hybrid test
DIP:32389E	DIP:20896N				24641673	DIP:18206N				18859807	14605208	Two hybrid test
DIP:32390E	DIP:17299N				17136732	DIP:18206N				18859807	14605208	Two hybrid test
DIP:32391E	DIP:18123N				24585499	DIP:18206N				18859807	14605208	Two hybrid test
DIP:32392E	DIP:22882N				20130195	DIP:18206N				18859807	14605208	Two hybrid test
DIP:32393E	DIP:19312N				21356641	DIP:19426N				24639272	14605208	Two hybrid test
DIP:32394E	DIP:17136N				28571445	DIP:19426N				24639272	14605208	Two hybrid test
DIP:32395E	DIP:18075N				24639782	DIP:19426N				24639272	14605208	Two hybrid test
DIP:32396E	DIP:21601N				17864614	DIP:19426N				24639272	14605208	Two hybrid test
DIP:32397E	DIP:21041N				17738153	DIP:19426N				24639272	14605208	Two hybrid test
DIP:32398E	DIP:19485N				24654843	DIP:19426N				24639272	14605208	Two hybrid test
DIP:32399E	DIP:19305N				24646827	DIP:20031N		P04814	TRFF	17136562	14605208	Two hybrid test
DIP:32400E	DIP:18260N				26080381	DIP:20031N		P04814	TRFF	17136562	14605208	Two hybrid test
DIP:32401E	DIP:18906N				22026880	DIP:22883N				20129843	14605208	Two hybrid test
DIP:32402E	DIP:17940N				21357761	DIP:22884N				19921946	14605208	Two hybrid test
DIP:32403E	DIP:21429N			JC1253	17647883	DIP:21634N				22024071	14605208	Two hybrid test
DIP:32404E	DIP:17059N				20130085	DIP:21634N				22024071	14605208	Two hybrid test
DIP:32405E	DIP:19180N				28573115	DIP:22885N				24641948	14605208	Two hybrid test
DIP:32406E	DIP:19278N				24661625	DIP:21238N				28573517	14605208	Two hybrid test
DIP:32407E	DIP:21869N		P05205	A39268	17136528	DIP:21238N				28573517	14605208	Two hybrid test
DIP:32408E	DIP:19353N				24762669	DIP:22580N				24641431	14605208	Two hybrid test
DIP:32409E	DIP:17940N				21357761	DIP:22580N				24641431	14605208	Two hybrid test
DIP:32410E	DIP:18013N				24583873	DIP:22146N				24646039	14605208	Two hybrid test
DIP:32411E	DIP:17151N		O16797		17737907	DIP:22146N				24646039	14605208	Two hybrid test
DIP:32412E	DIP:22886N				18543293	DIP:18060N				24641561	14605208	Two hybrid test
DIP:32413E	DIP:21436N				24641029	DIP:18060N				24641561	14605208	Two hybrid test
DIP:32414E	DIP:19158N		P11147		17737967	DIP:18060N				24641561	14605208	Two hybrid test
