BINDID	MolNameA	MolTypeA	GIA	GeneA	TaxName	MolNameB	MolTypeB	GIB	GeneB	TaxName	PMIDs
43545	CG5793	protein	28571789	0	Drosophila melanogaster	CG7048	protein	21355701	0	Drosophila melanogaster	14605208
43546	CG5798	protein	28571791	0	Drosophila melanogaster	Rack1	protein	17137396	0	Drosophila melanogaster	14605208
43547	CG5798	protein	28571791	0	Drosophila melanogaster	Rho1	protein	24654021	0	Drosophila melanogaster	14605208
43548	CG5802	protein	24648643	0	Drosophila melanogaster	CG7379	protein	24647779	0	Drosophila melanogaster	14605208
43549	CG5802	protein	24648643	0	Drosophila melanogaster	CG8449	protein	24646498	0	Drosophila melanogaster	14605208
43550	CG5802	protein	24648643	0	Drosophila melanogaster	Trap36	not specified	0	0	Drosophila melanogaster	14605208
43551	Fas3	protein	24584958	0	Drosophila melanogaster	CG9572	protein	24643447	0	Drosophila melanogaster	14605208
43552	BcDNA:GH12663	protein	21355547	0	Drosophila melanogaster	Su(fu)	protein	24646369	0	Drosophila melanogaster	14605208
43553	BcDNA:GH12663	protein	21355547	0	Drosophila melanogaster	CG7628	protein	21356511	0	Drosophila melanogaster	14605208
43554	BcDNA:GH01073	protein	21355677	0	Drosophila melanogaster	CG6843	protein	24666524	0	Drosophila melanogaster	14605208
43555	BcDNA:GH01073	protein	21355677	0	Drosophila melanogaster	eIF-2alpha	protein	18860087	0	Drosophila melanogaster	14605208
43556	GCR(ich)	protein	21355231	0	Drosophila melanogaster	BM-40-SPARC	protein	24650420	0	Drosophila melanogaster	14605208
43557	CycB3	protein	24649824	0	Drosophila melanogaster	Hr39	not specified	0	0	Drosophila melanogaster	14605208
43558	Gp150	protein	24657983	0	Drosophila melanogaster	AP-50	protein	28571823	0	Drosophila melanogaster	14605208
43559	His3.3A	protein	24581849	0	Drosophila melanogaster	CG7755	protein	45550436	0	Drosophila melanogaster	14605208
43560	RpL37a	protein	24581863	0	Drosophila melanogaster	Cyp12a4	protein	24648130	0	Drosophila melanogaster	14605208
43561	CG5828	protein	24581867	0	Drosophila melanogaster	CG8768	protein	28573846	0	Drosophila melanogaster	14605208
43562	Hmx	protein	17864630	0	Drosophila melanogaster	ND42	protein	24648886	0	Drosophila melanogaster	14605208
43563	Hmx	protein	17864630	0	Drosophila melanogaster	C15	protein	45549042	0	Drosophila melanogaster	14605208
43564	Hmx	protein	17864630	0	Drosophila melanogaster	26-29kD-proteinase	protein	20428641	0	Drosophila melanogaster	14605208
43565	Hmx	protein	17864630	0	Drosophila melanogaster	Nipsnap	protein	24642398	0	Drosophila melanogaster	14605208
43566	CG5835	protein	24648136	0	Drosophila melanogaster	CG7987	protein	24646862	0	Drosophila melanogaster	14605208
43567	CG5835	protein	24648136	0	Drosophila melanogaster	CG8239	not specified	0	0	Drosophila melanogaster	14605208
43568	CG5840	protein	24647700	0	Drosophila melanogaster	CG5840	protein	24647700	0	Drosophila melanogaster	14605208
43569	CG5840	protein	24647700	0	Drosophila melanogaster	CG7379	protein	24647779	0	Drosophila melanogaster	14605208
43570	CG5844	protein	21357171	0	Drosophila melanogaster	Spz3	protein	24582628	0	Drosophila melanogaster	14605208
43571	CG5846	protein	19921030	0	Drosophila melanogaster	CHORD	protein	21355187	0	Drosophila melanogaster	14605208
43572	CG5846	protein	19921030	0	Drosophila melanogaster	CG8924	protein	18859953	0	Drosophila melanogaster	14605208
43573	cact	protein	24584588	0	Drosophila melanogaster	Fmr1	protein	24645602	0	Drosophila melanogaster	14605208
43574	cact	protein	24584588	0	Drosophila melanogaster	CG6357	protein	20129967	0	Drosophila melanogaster	14605208
43575	cact	protein	24584588	0	Drosophila melanogaster	CG6416	protein	45552078	0	Drosophila melanogaster	14605208
43576	cact	protein	24584588	0	Drosophila melanogaster	CG7264	protein	21357483	0	Drosophila melanogaster	14605208
43577	cact	protein	24584588	0	Drosophila melanogaster	CG7352	protein	24645053	0	Drosophila melanogaster	14605208
43578	cact	protein	24584588	0	Drosophila melanogaster	Cyp6t3	protein	24655751	0	Drosophila melanogaster	14605208
43579	cact	protein	24584588	0	Drosophila melanogaster	CG7856	protein	24585943	0	Drosophila melanogaster	14605208
43580	cact	protein	24584588	0	Drosophila melanogaster	CG8417	protein	21356061	0	Drosophila melanogaster	14605208
43581	cact	protein	24584588	0	Drosophila melanogaster	CG8925	protein	24647367	0	Drosophila melanogaster	14605208
43582	cact	protein	24584588	0	Drosophila melanogaster	CG9925	protein	21358205	0	Drosophila melanogaster	14605208
43583	CG5854	protein	24649456	0	Drosophila melanogaster	pip	protein	28574851	0	Drosophila melanogaster	14605208
43584	CG5857	protein	21355099	0	Drosophila melanogaster	CG7264	protein	21357483	0	Drosophila melanogaster	14605208
43585	EG:EG0003.5	protein	24654263	0	Drosophila melanogaster	Stam	protein	17137700	0	Drosophila melanogaster	14605208
43586	CG5866	protein	24647685	0	Drosophila melanogaster	BG:DS00180.10	protein	19921312	0	Drosophila melanogaster	14605208
43587	CG5874	protein	24648674	0	Drosophila melanogaster	BG:DS00180.10	protein	19921312	0	Drosophila melanogaster	14605208
43588	par-6	protein	24642839	0	Drosophila melanogaster	gro	protein	24650241	0	Drosophila melanogaster	14605208
43589	desat1	protein	24646305	0	Drosophila melanogaster	Drostar1	protein	45550648	0	Drosophila melanogaster	14605208
43590	desat1	protein	24646305	0	Drosophila melanogaster	CG8232	protein	22026843	0	Drosophila melanogaster	14605208
43591	desat1	protein	24646305	0	Drosophila melanogaster	CG8784	protein	24646524	0	Drosophila melanogaster	14605208
43592	CG5890	protein	24650168	0	Drosophila melanogaster	klg	protein	24649162	0	Drosophila melanogaster	14605208
43593	CG5890	protein	24650168	0	Drosophila melanogaster	CG6687	protein	21357591	0	Drosophila melanogaster	14605208
43594	CG5890	protein	24650168	0	Drosophila melanogaster	BcDNA:GH07688	not specified	0	0	Drosophila melanogaster	14605208
43595	CG5890	protein	24650168	0	Drosophila melanogaster	CG8446	protein	28573464	0	Drosophila melanogaster	14605208
43596	CG5890	protein	24650168	0	Drosophila melanogaster	Acp26Aa	protein	17136348	0	Drosophila melanogaster	14605208
43597	CG5890	protein	24650168	0	Drosophila melanogaster	Shal	protein	17737641	0	Drosophila melanogaster	14605208
43598	CG5890	protein	24650168	0	Drosophila melanogaster	CG9373	protein	24645384	0	Drosophila melanogaster	14605208
43599	CG5890	protein	24650168	0	Drosophila melanogaster	CG9986	protein	21357761	0	Drosophila melanogaster	14605208
43600	D	protein	17975536	0	Drosophila melanogaster	CG9511	protein	24582212	0	Drosophila melanogaster	14605208
43601	Nep1	protein	24640052	0	Drosophila melanogaster	CG9925	protein	21358205	0	Drosophila melanogaster	14605208
43602	Frq	protein	17933604	0	Drosophila melanogaster	LanB1	protein	24582614	0	Drosophila melanogaster	14605208
43603	Frq	protein	17933604	0	Drosophila melanogaster	CG8479	protein	24653584	0	Drosophila melanogaster	14605208
43604	arr	protein	24653390	0	Drosophila melanogaster	CG6934	protein	24646972	0	Drosophila melanogaster	14605208
43605	arr	protein	24653390	0	Drosophila melanogaster	CG8851	protein	24581469	0	Drosophila melanogaster	14605208
43606	Rab7	protein	17865835	0	Drosophila melanogaster	CG7146	protein	24647905	0	Drosophila melanogaster	14605208
43607	sop	protein	17136734	0	Drosophila melanogaster	fl(2)d	protein	24653461	0	Drosophila melanogaster	14605208
43608	sop	protein	17136734	0	Drosophila melanogaster	CG6563	protein	24647025	0	Drosophila melanogaster	14605208
43609	sop	protein	17136734	0	Drosophila melanogaster	dl	protein	24584826	0	Drosophila melanogaster	14605208
43610	sop	protein	17136734	0	Drosophila melanogaster	BcDNA:GH02536	protein	19921856	0	Drosophila melanogaster	14605208
43611	sop	protein	17136734	0	Drosophila melanogaster	CG9117	protein	24582104	0	Drosophila melanogaster	14605208
43612	DNApol-alpha73	protein	45551989	0	Drosophila melanogaster	DNApol-alpha180	protein	24648780	0	Drosophila melanogaster	14605208
43613	DNApol-alpha73	protein	45551989	0	Drosophila melanogaster	CG7045	protein	24649033	0	Drosophila melanogaster	14605208
43614	DNApol-alpha73	protein	45551989	0	Drosophila melanogaster	CG7570	protein	24667117	0	Drosophila melanogaster	14605208
43615	DNApol-alpha73	protein	45551989	0	Drosophila melanogaster	BG:DS00180.10	protein	19921312	0	Drosophila melanogaster	14605208
43616	DNApol-alpha73	protein	45551989	0	Drosophila melanogaster	brk	not specified	0	0	Drosophila melanogaster	14605208
43617	Her	protein	17933606	0	Drosophila melanogaster	gro	protein	24650241	0	Drosophila melanogaster	14605208
43618	TfIIA-L	protein	24650582	0	Drosophila melanogaster	CG6163	not specified	0	0	Drosophila melanogaster	14605208
43619	TfIIA-L	protein	24650582	0	Drosophila melanogaster	vnd	not specified	0	0	Drosophila melanogaster	14605208
43620	TfIIA-L	protein	24650582	0	Drosophila melanogaster	Pp1alpha-96A	not specified	0	0	Drosophila melanogaster	14605208
43621	TfIIA-L	protein	24650582	0	Drosophila melanogaster	RpL22	protein	17137152	0	Drosophila melanogaster	14605208
43622	TfIIA-L	protein	24650582	0	Drosophila melanogaster	CG7808	protein	24651185	0	Drosophila melanogaster	14605208
43623	TfIIA-L	protein	24650582	0	Drosophila melanogaster	Deaf1	protein	17737659	0	Drosophila melanogaster	14605208
43624	CG5933	protein	21355141	0	Drosophila melanogaster	CG6856	protein	21357903	0	Drosophila melanogaster	14605208
43625	CG5933	protein	21355141	0	Drosophila melanogaster	CG7787	protein	24582782	0	Drosophila melanogaster	14605208
43626	CG5933	protein	21355141	0	Drosophila melanogaster	Pnn	protein	21356041	0	Drosophila melanogaster	14605208
43627	CG5933	protein	21355141	0	Drosophila melanogaster	BG:DS08249.3	protein	24584167	0	Drosophila melanogaster	14605208
43628	CG5938	protein	24650600	0	Drosophila melanogaster	sip1	protein	24582006	0	Drosophila melanogaster	14605208
43629	Prm	protein	24661124	0	Drosophila melanogaster	CG7357	protein	21357113	0	Drosophila melanogaster	14605208
43630	Prm	protein	24661124	0	Drosophila melanogaster	snRNP70K	protein	17137278	0	Drosophila melanogaster	14605208
43631	Prm	protein	24661124	0	Drosophila melanogaster	CG9297	protein	28571705	0	Drosophila melanogaster	14605208
43632	Prm	protein	24661124	0	Drosophila melanogaster	CG9373	protein	24645384	0	Drosophila melanogaster	14605208
43633	CycA	protein	24662966	0	Drosophila melanogaster	NaCP60E	protein	28573635	0	Drosophila melanogaster	14605208
43634	CG5941	protein	18858169	0	Drosophila melanogaster	CG8219	protein	24659272	0	Drosophila melanogaster	14605208
43635	CG5941	protein	18858169	0	Drosophila melanogaster	CG9099	protein	18859973	0	Drosophila melanogaster	14605208
43636	CG5953	protein	24584634	0	Drosophila melanogaster	CG5953	protein	24584634	0	Drosophila melanogaster	14605208
43637	CG5959	protein	24650186	0	Drosophila melanogaster	CG6866	protein	24584110	0	Drosophila melanogaster	14605208
43638	woc	protein	24650584	0	Drosophila melanogaster	Arp66B	protein	17737543	0	Drosophila melanogaster	14605208
43639	CG5971	protein	21355681	0	Drosophila melanogaster	BM-40-SPARC	protein	24650420	0	Drosophila melanogaster	14605208
43640	CG5971	protein	21355681	0	Drosophila melanogaster	CG8120	protein	24645300	0	Drosophila melanogaster	14605208
43641	CG5972	protein	20129261	0	Drosophila melanogaster	sina	protein	24665579	0	Drosophila melanogaster	14605208
43642	CG5991	protein	24649528	0	Drosophila melanogaster	CG8239	protein	28571205	0	Drosophila melanogaster	14605208
43643	CG5994	protein	24661022	0	Drosophila melanogaster	Hn	protein	24660393	0	Drosophila melanogaster	14605208
43644	P5cr	protein	24648116	0	Drosophila melanogaster	P5cr	protein	24648116	0	Drosophila melanogaster	14605208
43645	CG6017	protein	21357959	0	Drosophila melanogaster	sog	protein	17136498	0	Drosophila melanogaster	14605208
43646	CG6020	protein	24667554	0	Drosophila melanogaster	DNApol-eta	protein	24668444	0	Drosophila melanogaster	14605208
43647	CG6022	protein	24648883	0	Drosophila melanogaster	CG9624	protein	24646782	0	Drosophila melanogaster	14605208
43648	Arf72A	protein	24664933	0	Drosophila melanogaster	CG6756	protein	24583797	0	Drosophila melanogaster	14605208
43649	Arf72A	protein	24664933	0	Drosophila melanogaster	Cctgamma	protein	24647512	0	Drosophila melanogaster	14605208
43650	Arf72A	protein	24664933	0	Drosophila melanogaster	BG:BACR48E02.4	protein	45550188	0	Drosophila melanogaster	14605208
43651	ATPsyn-d	protein	24648125	0	Drosophila melanogaster	CG6486	protein	24661084	0	Drosophila melanogaster	14605208
43652	ATPsyn-d	protein	24648125	0	Drosophila melanogaster	CG6688	protein	24649175	0	Drosophila melanogaster	14605208
43653	ATPsyn-d	protein	24648125	0	Drosophila melanogaster	exd	protein	24642379	0	Drosophila melanogaster	14605208
43654	drk	protein	24653406	0	Drosophila melanogaster	dl	protein	24584826	0	Drosophila melanogaster	14605208
43655	drk	protein	24653406	0	Drosophila melanogaster	CG7048	protein	21355701	0	Drosophila melanogaster	14605208
43656	drk	protein	24653406	0	Drosophila melanogaster	Src64B	protein	24657868	0	Drosophila melanogaster	14605208
43657	Bin1	protein	17738001	0	Drosophila melanogaster	CG6808	protein	24646009	0	Drosophila melanogaster	14605208
43658	Bin1	protein	17738001	0	Drosophila melanogaster	CG8277	protein	28574385	0	Drosophila melanogaster	14605208
43659	Bin1	protein	17738001	0	Drosophila melanogaster	CG8841	protein	24652968	0	Drosophila melanogaster	14605208
43660	Bin1	protein	17738001	0	Drosophila melanogaster	CG9205	protein	24654967	0	Drosophila melanogaster	14605208
43661	CG6049	protein	24668057	0	Drosophila melanogaster	wal	protein	24652801	0	Drosophila melanogaster	14605208
43662	CG6049	protein	24668057	0	Drosophila melanogaster	BcDNA:LD19168	protein	28573259	0	Drosophila melanogaster	14605208
43663	Ald	protein	24650288	0	Drosophila melanogaster	Ald	protein	24650288	0	Drosophila melanogaster	14605208
43664	Ald	protein	24650288	0	Drosophila melanogaster	CG8291	protein	28573803	0	Drosophila melanogaster	14605208
43665	Ald	protein	24650288	0	Drosophila melanogaster	CG9754	not specified	0	0	Drosophila melanogaster	14605208
43666	CG6066	protein	24650530	0	Drosophila melanogaster	CG6843	protein	24666524	0	Drosophila melanogaster	14605208
43667	CG6084	protein	24662785	0	Drosophila melanogaster	CG6843	protein	24666524	0	Drosophila melanogaster	14605208
43668	CG6084	protein	24662785	0	Drosophila melanogaster	ctp	not specified	0	0	Drosophila melanogaster	14605208
43669	CG6084	protein	24662785	0	Drosophila melanogaster	Neos	not specified	0	0	Drosophila melanogaster	14605208
43670	CG6084	protein	24662785	0	Drosophila melanogaster	Sin3A	not specified	0	0	Drosophila melanogaster	14605208
43671	CG6084	protein	24662785	0	Drosophila melanogaster	CG9871	protein	24659188	0	Drosophila melanogaster	14605208
43672	CG6090	protein	24650255	0	Drosophila melanogaster	CG8129	protein	24645328	0	Drosophila melanogaster	14605208
43673	HLHm5	protein	17738211	0	Drosophila melanogaster	eg	protein	24668379	0	Drosophila melanogaster	14605208
43674	HLHm5	protein	17738211	0	Drosophila melanogaster	tap	protein	17647995	0	Drosophila melanogaster	14605208
43675	HLHm5	protein	17738211	0	Drosophila melanogaster	gro	protein	24650241	0	Drosophila melanogaster	14605208
43676	HLHm5	protein	17738211	0	Drosophila melanogaster	CG9573	protein	19920984	0	Drosophila melanogaster	14605208
43677	m4	protein	17738209	0	Drosophila melanogaster	CG6792	protein	24583805	0	Drosophila melanogaster	14605208
43678	m4	protein	17738209	0	Drosophila melanogaster	CG9894	protein	24581208	0	Drosophila melanogaster	14605208
43679	CG6118	protein	24647168	0	Drosophila melanogaster	CG6912	protein	21357841	0	Drosophila melanogaster	14605208
43680	EG:EG0007.7	protein	18858193	0	Drosophila melanogaster	Src64B	protein	24657868	0	Drosophila melanogaster	14605208
43681	EG:EG0007.7	protein	18858193	0	Drosophila melanogaster	C15	protein	45549042	0	Drosophila melanogaster	14605208
43682	EG:EG0007.7	protein	18858193	0	Drosophila melanogaster	Kap-alpha3	protein	28573147	0	Drosophila melanogaster	14605208
43683	CG6126	protein	21355657	0	Drosophila melanogaster	Fer3	protein	17737917	0	Drosophila melanogaster	14605208
43684	CG6126	protein	21355657	0	Drosophila melanogaster	Dab	protein	24665485	0	Drosophila melanogaster	14605208
43685	CG6130	protein	21355417	0	Drosophila melanogaster	CG8206	protein	24642267	0	Drosophila melanogaster	14605208
43686	spz	protein	24650508	0	Drosophila melanogaster	CG7940	protein	21357129	0	Drosophila melanogaster	14605208
43687	RpL9	protein	24583602	0	Drosophila melanogaster	CG8291	protein	28573803	0	Drosophila melanogaster	14605208
43688	RpL9	protein	24583602	0	Drosophila melanogaster	Neos	protein	17647723	0	Drosophila melanogaster	14605208
43689	RpL9	protein	24583602	0	Drosophila melanogaster	CG9511	protein	24582212	0	Drosophila melanogaster	14605208
43690	RpL9	protein	24583602	0	Drosophila melanogaster	sina	protein	24665579	0	Drosophila melanogaster	14605208
43691	Pep	protein	45551590	0	Drosophila melanogaster	Trn	protein	24659264	0	Drosophila melanogaster	14605208
43692	Pep	protein	45551590	0	Drosophila melanogaster	Xbp1	protein	28573590	0	Drosophila melanogaster	14605208
43693	Pep	protein	45551590	0	Drosophila melanogaster	CG9989	protein	24650851	0	Drosophila melanogaster	14605208
43694	Top1	protein	24642138	0	Drosophila melanogaster	Zpr1	not specified	0	0	Drosophila melanogaster	14605208
43695	Tsc1	protein	17137642	0	Drosophila melanogaster	RnrS	protein	18079279	0	Drosophila melanogaster	14605208
